age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,avg_watch_hours_per_month,engagement_score,high_value_customer,recent_login,favorite_genre_Comedy,favorite_genre_Documentary,favorite_genre_Drama,favorite_genre_Horror,favorite_genre_Romance,favorite_genre_Sci-Fi
53,0,0,4.01,49,3,0,8.99,1,1,2,0.08,2.4059999999999997,0.16,0,0,False,False,False,False,False,False
56,1,1,8.2,19,2,3,17.99,0,4,2,0.41,12.299999999999999,0.82,1,1,True,False,False,False,False,False
43,2,1,4.17,46,5,2,17.99,1,0,1,0.09,2.6617021276595745,0.09,1,0,True,False,False,False,False,False
36,2,0,14.63,52,5,0,8.99,1,1,1,0.28,8.2811320754717,0.28,0,0,False,False,False,True,False,False
54,1,2,19.26,10,0,2,13.99,0,2,5,1.75,52.52727272727274,8.75,0,1,True,False,False,False,False,False
64,2,0,4.8,46,4,1,8.99,1,0,1,0.1,3.0638297872340425,0.1,0,0,False,False,False,False,True,False
28,0,0,12.82,47,3,4,8.99,1,0,1,0.27,8.0125,0.27,0,0,False,False,False,False,False,False
52,1,1,8.34,21,0,3,17.99,0,4,2,0.38,11.372727272727273,0.76,1,1,False,False,False,False,False,True
50,1,2,4.17,44,4,4,13.99,1,3,1,0.09,2.78,0.09,0,0,False,True,False,False,False,False
61,2,2,3.49,23,3,1,13.99,1,2,1,0.15,4.3625,0.15,0,1,False,False,False,False,True,False
70,2,1,9.13,50,5,1,17.99,1,2,3,0.18,5.370588235294118,0.54,1,0,False,False,False,True,False,False
43,1,1,4.17,24,5,1,17.99,1,1,4,0.17,5.004,0.68,1,1,False,False,False,False,True,False
62,1,1,0.28,21,4,4,17.99,0,4,5,0.01,0.3818181818181819,0.05,1,1,False,False,False,False,False,False
26,0,2,3.82,14,5,3,13.99,1,1,2,0.25,7.64,0.5,0,1,False,False,True,False,False,False
63,1,1,32.75,30,5,0,17.99,0,0,1,1.06,31.693548387096772,1.06,1,1,False,False,False,True,False,False
38,1,1,1.05,24,4,1,17.99,0,2,4,0.04,1.26,0.16,1,1,False,False,False,False,False,True
50,2,0,29.04,48,5,3,8.99,0,0,4,0.59,17.779591836734692,2.36,0,0,False,False,False,False,True,False
49,1,2,4.67,48,3,1,13.99,1,2,5,0.1,2.8591836734693876,0.5,0,0,False,False,False,True,False,False
38,2,0,16.27,24,0,0,8.99,0,3,2,0.65,19.523999999999997,1.3,0,1,False,False,False,False,True,False
23,1,0,4.64,55,2,3,8.99,1,0,1,0.08,2.4857142857142853,0.08,0,0,False,True,False,False,False,False
46,1,1,8.78,13,1,4,17.99,0,4,4,0.63,18.814285714285713,2.52,1,1,False,False,False,False,False,False
44,1,0,9.0,33,5,3,8.99,1,1,1,0.26,7.9411764705882355,0.26,0,0,False,False,False,False,False,False
36,0,2,9.2,7,4,0,13.99,0,2,2,1.15,34.5,2.3,0,1,False,False,False,False,False,False
23,0,0,8.26,33,2,0,8.99,1,3,5,0.24,7.288235294117647,1.2,0,0,False,False,False,True,False,False
34,2,1,35.2,14,2,4,17.99,0,1,3,2.35,70.4,7.050000000000001,1,1,False,False,False,False,True,False
62,0,1,1.12,43,1,3,17.99,1,3,4,0.03,0.7636363636363638,0.12,1,0,True,False,False,False,False,False
24,2,2,10.67,28,1,4,13.99,0,4,1,0.37,11.037931034482758,0.37,0,1,False,False,False,True,False,False
36,1,2,14.29,4,0,2,13.99,0,0,4,2.86,85.74,11.44,0,1,False,False,False,False,False,True
33,0,2,18.33,48,4,2,13.99,1,2,1,0.37,11.222448979591835,0.37,0,0,True,False,False,False,False,False
58,0,0,3.57,20,3,1,8.99,1,3,2,0.17,5.1000000000000005,0.34,0,1,False,True,False,False,False,False
20,2,0,15.54,24,1,0,8.99,0,2,3,0.62,18.648,1.8599999999999999,0,1,False,False,False,False,False,True
20,0,0,10.28,43,5,1,8.99,1,4,2,0.23,7.009090909090909,0.46,0,0,False,False,False,False,False,False
33,0,1,2.2,40,5,0,17.99,1,3,4,0.05,1.6097560975609757,0.2,1,0,False,True,False,False,False,False
30,2,0,0.52,4,1,3,8.99,1,4,2,0.1,3.12,0.2,0,1,False,False,False,False,False,True
59,1,2,7.52,0,2,3,13.99,0,4,4,7.52,225.6,30.08,0,1,False,False,False,False,False,False
54,1,2,18.96,18,4,4,13.99,0,1,3,1.0,29.93684210526316,3.0,0,1,False,True,False,False,False,False
47,1,1,6.33,9,1,1,17.99,0,3,4,0.63,18.990000000000002,2.52,1,1,False,True,False,False,False,False
59,2,0,20.13,6,0,2,8.99,0,0,1,2.88,86.27142857142857,2.88,0,1,False,False,True,False,False,False
24,0,0,6.73,16,0,2,8.99,0,1,4,0.4,11.876470588235295,1.6,0,1,True,False,False,False,False,False
24,2,2,21.53,57,3,4,13.99,0,1,3,0.37,11.136206896551725,1.1099999999999999,0,0,False,False,True,False,False,False
53,2,2,8.85,3,4,2,13.99,0,3,1,2.21,66.375,2.21,0,1,False,False,False,False,False,True
57,1,2,0.15,39,0,4,13.99,1,2,3,0.0,0.1125,0.0,0,0,True,False,False,False,False,False
66,0,0,0.27,40,0,1,8.99,1,0,1,0.01,0.1975609756097561,0.01,0,0,False,False,False,False,False,True
24,1,2,7.75,29,2,4,13.99,0,2,5,0.26,7.75,1.3,0,1,False,False,False,True,False,False
28,2,1,6.79,54,4,4,17.99,1,4,1,0.12,3.7036363636363636,0.12,1,0,False,False,False,True,False,False
29,1,1,21.53,36,0,3,17.99,0,0,5,0.58,17.456756756756757,2.9,1,0,False,False,False,False,False,True
45,1,1,13.88,26,3,0,17.99,0,1,1,0.51,15.422222222222222,0.51,1,1,False,True,False,False,False,False
50,2,1,0.32,35,2,0,17.99,1,2,2,0.01,0.26666666666666666,0.02,1,0,True,False,False,False,False,False
23,0,2,2.28,46,4,4,13.99,1,4,1,0.05,1.45531914893617,0.05,0,0,False,False,False,True,False,False
68,0,0,0.27,4,4,4,8.99,1,1,2,0.05,1.62,0.1,0,1,False,False,False,True,False,False
25,1,0,6.05,60,3,2,8.99,1,2,3,0.1,2.975409836065574,0.30000000000000004,0,0,False,False,False,False,False,True
68,2,1,1.66,42,3,2,17.99,1,3,4,0.04,1.158139534883721,0.16,1,0,False,True,False,False,False,False
23,2,0,4.01,27,1,4,8.99,1,1,2,0.14,4.296428571428571,0.28,0,1,False,False,False,False,True,False
27,0,1,6.01,5,2,2,17.99,0,3,1,1.0,30.049999999999997,1.0,1,1,False,False,False,True,False,False
62,2,0,15.54,51,1,2,8.99,1,4,4,0.3,8.965384615384615,1.2,0,0,False,False,False,False,False,True
28,1,1,5.32,25,0,1,17.99,0,2,4,0.2,6.138461538461539,0.8,1,1,False,False,False,True,False,False
45,2,2,7.03,2,0,1,13.99,0,4,2,2.34,70.3,4.68,0,1,False,False,True,False,False,False
22,0,0,5.42,0,0,0,8.99,0,4,1,5.42,162.6,5.42,0,1,False,False,False,False,False,False
66,2,0,5.33,36,0,2,8.99,1,0,2,0.14,4.321621621621621,0.28,0,0,False,False,False,False,True,False
49,2,2,2.86,30,2,4,13.99,1,0,3,0.09,2.7677419354838704,0.27,0,1,False,False,True,False,False,False
37,2,2,11.76,17,4,0,13.99,0,1,3,0.65,19.6,1.9500000000000002,0,1,True,False,False,False,False,False
60,1,2,36.16,42,3,3,13.99,0,3,5,0.84,25.227906976744183,4.2,0,0,False,False,True,False,False,False
64,1,0,0.27,49,5,2,8.99,1,1,4,0.01,0.162,0.04,0,0,False,False,False,True,False,False
21,2,2,8.08,16,4,1,13.99,0,1,4,0.48,14.258823529411766,1.92,0,1,False,False,False,False,False,False
45,0,0,7.13,8,4,2,8.99,0,0,3,0.79,23.766666666666666,2.37,0,1,False,False,False,True,False,False
47,0,2,4.13,30,5,4,13.99,1,3,2,0.13,3.9967741935483865,0.26,0,1,False,False,False,True,False,False
60,0,1,12.6,33,2,0,17.99,1,3,2,0.37,11.117647058823529,0.74,1,0,False,False,False,False,False,True
60,2,2,0.62,48,0,3,13.99,1,1,4,0.01,0.3795918367346939,0.04,0,0,False,True,False,False,False,False
28,1,2,2.6,45,2,1,13.99,1,0,2,0.06,1.6956521739130435,0.12,0,0,False,False,False,False,False,True
25,0,2,3.17,32,2,0,13.99,1,2,5,0.1,2.8818181818181814,0.5,0,0,False,True,False,False,False,False
19,2,2,3.16,43,4,2,13.99,1,3,1,0.07,2.1545454545454548,0.07,0,0,False,False,False,True,False,False
25,0,1,0.64,32,1,1,17.99,1,3,4,0.02,0.5818181818181818,0.08,1,0,False,False,False,False,True,False
58,0,2,5.63,4,0,3,13.99,0,3,5,1.13,33.78,5.6499999999999995,0,1,False,True,False,False,False,False
31,0,1,20.73,60,5,4,17.99,0,3,4,0.34,10.195081967213115,1.36,1,0,False,False,False,False,False,True
54,0,2,6.26,47,5,0,13.99,1,0,2,0.13,3.9124999999999996,0.26,0,0,False,False,True,False,False,False
65,0,2,34.39,19,1,3,13.99,0,0,3,1.72,51.585,5.16,0,1,False,False,False,False,True,False
26,0,1,7.33,30,4,1,17.99,0,3,1,0.24,7.0935483870967735,0.24,1,1,False,False,False,False,False,True
32,2,0,1.96,49,3,1,8.99,1,4,4,0.04,1.176,0.16,0,0,False,True,False,False,False,False
32,1,0,8.25,59,0,3,8.99,1,4,4,0.14,4.125,0.56,0,0,False,False,False,False,False,False
52,1,2,28.47,15,2,1,13.99,0,0,1,1.78,53.38125,1.78,0,1,False,False,True,False,False,False
67,1,0,1.74,4,2,2,8.99,1,3,2,0.35,10.440000000000001,0.7,0,1,False,False,False,False,False,False
37,1,0,21.82,40,2,4,8.99,0,0,2,0.53,15.965853658536584,1.06,0,0,False,False,True,False,False,False
68,0,1,13.41,35,3,2,17.99,1,1,1,0.37,11.175,0.37,1,0,False,False,False,False,False,False
38,2,2,3.39,35,5,0,13.99,1,2,1,0.09,2.825,0.09,0,0,False,False,True,False,False,False
61,0,1,54.86,27,0,2,17.99,0,3,2,1.96,58.778571428571425,3.92,1,1,False,True,False,False,False,False
40,0,0,23.97,48,5,0,8.99,0,2,5,0.49,14.675510204081633,2.45,0,0,False,False,False,False,False,False
56,1,0,3.29,58,2,2,8.99,1,2,1,0.06,1.6728813559322036,0.06,0,0,False,False,False,False,False,False
68,2,0,2.28,60,3,4,8.99,1,2,2,0.04,1.1213114754098361,0.08,0,0,False,True,False,False,False,False
54,2,2,0.37,39,3,4,13.99,1,0,4,0.01,0.2775,0.04,0,0,False,False,False,False,False,True
32,2,1,14.0,44,2,1,17.99,1,2,1,0.31,9.333333333333334,0.31,1,0,False,False,False,False,False,True
59,0,2,5.26,5,0,1,13.99,0,1,1,0.88,26.299999999999997,0.88,0,1,False,True,False,False,False,False
24,2,2,18.29,52,3,4,13.99,0,4,4,0.35,10.352830188679246,1.4,0,0,True,False,False,False,False,False
21,0,2,0.74,16,1,0,13.99,0,0,5,0.04,1.3058823529411765,0.2,0,1,False,False,False,False,True,False
66,2,2,29.93,46,0,2,13.99,0,0,5,0.64,19.104255319148937,3.2,0,0,False,False,False,False,False,True
26,2,1,3.77,52,0,3,17.99,1,1,4,0.07,2.1339622641509437,0.28,1,0,True,False,False,False,False,False
51,2,0,15.14,17,3,0,8.99,0,3,4,0.84,25.233333333333334,3.36,0,1,False,True,False,False,False,False
18,2,0,0.67,11,1,1,8.99,1,3,4,0.06,1.675,0.24,0,1,False,True,False,False,False,False
29,1,1,9.22,6,5,1,17.99,0,2,4,1.32,39.51428571428572,5.28,1,1,False,False,True,False,False,False
58,0,1,4.41,39,4,1,17.99,1,4,5,0.11,3.3075,0.55,1,0,False,True,False,False,False,False
54,1,2,3.47,31,2,1,13.99,1,1,5,0.11,3.2531250000000003,0.55,0,0,False,False,False,False,False,True
61,0,0,6.52,26,0,3,8.99,0,0,4,0.24,7.244444444444444,0.96,0,1,False,False,False,True,False,False
24,2,1,18.31,45,3,1,17.99,1,2,1,0.4,11.941304347826085,0.4,1,0,False,False,False,False,False,True
57,1,1,4.08,27,2,3,17.99,1,0,1,0.15,4.371428571428571,0.15,1,1,False,False,False,True,False,False
41,0,1,0.43,2,4,2,17.99,0,3,5,0.14,4.3,0.7000000000000001,1,1,False,False,False,True,False,False
28,0,0,46.68,10,1,0,8.99,0,4,1,4.24,127.30909090909091,4.24,0,1,False,False,False,False,False,True
64,2,0,3.84,38,0,4,8.99,1,0,1,0.1,2.9538461538461536,0.1,0,0,False,True,False,False,False,False
26,1,0,30.34,42,1,1,8.99,0,0,5,0.71,21.167441860465114,3.55,0,0,False,False,False,True,False,False
30,0,2,8.01,40,1,1,13.99,1,1,2,0.2,5.860975609756097,0.4,0,0,False,False,False,False,True,False
18,0,0,20.25,9,5,4,8.99,0,3,3,2.02,60.75,6.0600000000000005,0,1,False,False,False,False,True,False
20,2,2,18.31,41,4,1,13.99,1,0,1,0.44,13.07857142857143,0.44,0,0,False,False,False,False,True,False
61,1,2,6.79,16,1,0,13.99,0,3,5,0.4,11.98235294117647,2.0,0,1,True,False,False,False,False,False
68,2,0,2.48,0,1,4,8.99,0,0,3,2.48,74.4,7.4399999999999995,0,1,False,False,False,True,False,False
59,2,1,1.12,13,3,4,17.99,1,1,2,0.08,2.4000000000000004,0.16,1,1,False,False,True,False,False,False
48,0,1,9.65,60,4,1,17.99,1,3,4,0.16,4.745901639344263,0.64,1,0,False,False,True,False,False,False
40,2,1,1.2,7,0,4,17.99,1,4,1,0.15,4.5,0.15,1,1,False,False,False,False,False,False
56,0,0,2.23,26,0,4,8.99,1,0,5,0.08,2.477777777777778,0.4,0,1,False,True,False,False,False,False
27,2,2,22.68,45,3,1,13.99,0,1,3,0.49,14.791304347826086,1.47,0,0,False,False,False,False,False,True
46,0,2,19.63,30,3,2,13.99,0,0,1,0.63,18.996774193548383,0.63,0,1,True,False,False,False,False,False
43,0,0,0.69,39,5,1,8.99,1,2,1,0.02,0.5175,0.02,0,0,False,False,False,False,False,False
21,2,2,2.51,19,5,2,13.99,1,1,2,0.13,3.7649999999999997,0.26,0,1,False,False,True,False,False,False
23,2,0,5.62,9,0,4,8.99,0,3,4,0.56,16.860000000000003,2.24,0,1,False,True,False,False,False,False
58,2,0,6.01,12,3,0,8.99,0,2,2,0.46,13.869230769230768,0.92,0,1,True,False,False,False,False,False
65,2,1,2.42,48,0,0,17.99,1,3,2,0.05,1.4816326530612245,0.1,1,0,True,False,False,False,False,False
54,0,2,8.41,55,3,2,13.99,1,1,4,0.15,4.505357142857143,0.6,0,0,False,False,False,False,False,True
31,1,0,4.58,26,3,0,8.99,1,4,2,0.17,5.088888888888889,0.34,0,1,False,False,False,False,False,False
20,0,1,9.46,35,3,2,17.99,1,1,2,0.26,7.883333333333335,0.52,1,0,False,False,False,False,False,True
54,0,1,11.96,37,4,0,17.99,1,3,3,0.31,9.442105263157895,0.9299999999999999,1,0,False,False,False,False,True,False
57,2,1,10.03,21,0,4,17.99,0,0,2,0.46,13.677272727272728,0.92,1,1,False,False,False,True,False,False
40,2,2,14.34,15,3,0,13.99,0,2,1,0.9,26.8875,0.9,0,1,False,False,False,False,False,True
65,2,1,0.47,25,1,3,17.99,1,2,3,0.02,0.5423076923076923,0.06,1,1,False,False,True,False,False,False
21,1,1,1.3,13,4,4,17.99,1,4,2,0.09,2.7857142857142856,0.18,1,1,False,True,False,False,False,False
60,2,0,9.71,46,3,4,8.99,1,2,5,0.21,6.1978723404255325,1.05,0,0,False,False,False,False,False,False
38,2,1,20.79,21,1,3,17.99,0,0,4,0.94,28.35,3.76,1,1,False,False,False,True,False,False
57,2,2,31.69,18,2,2,13.99,0,4,4,1.67,50.03684210526316,6.68,0,1,False,False,False,False,False,True
38,2,0,11.42,5,5,1,8.99,0,1,5,1.9,57.099999999999994,9.5,0,1,False,False,False,False,True,False
43,0,1,17.91,26,0,0,17.99,0,3,1,0.66,19.9,0.66,1,1,False,False,False,False,False,False
62,0,1,5.32,6,1,1,17.99,0,2,5,0.76,22.8,3.8,1,1,False,False,True,False,False,False
27,0,1,23.17,36,3,1,17.99,0,2,3,0.63,18.78648648648649,1.8900000000000001,1,0,False,False,True,False,False,False
47,2,1,3.99,53,0,2,17.99,1,3,2,0.07,2.216666666666667,0.14,1,0,False,False,False,False,False,True
49,1,0,3.34,50,0,1,8.99,1,0,5,0.07,1.964705882352941,0.35000000000000003,0,0,False,False,False,False,False,True
29,0,0,1.46,54,2,3,8.99,1,1,3,0.03,0.7963636363636364,0.09,0,0,False,False,False,False,False,True
41,2,2,12.78,48,2,0,13.99,1,1,5,0.26,7.8244897959183675,1.3,0,0,False,False,False,False,False,True
29,1,1,7.18,23,2,0,17.99,0,2,1,0.3,8.975,0.3,1,1,False,False,False,True,False,False
55,0,1,12.82,47,5,2,17.99,1,3,3,0.27,8.0125,0.81,1,0,False,False,False,True,False,False
70,0,0,12.97,34,5,1,8.99,1,3,5,0.37,11.117142857142857,1.85,0,0,False,False,False,False,False,False
23,2,0,11.37,16,0,3,8.99,0,0,3,0.67,20.06470588235294,2.0100000000000002,0,1,False,False,False,True,False,False
25,1,1,2.42,1,3,4,17.99,0,0,5,1.21,36.3,6.05,1,1,False,False,False,False,False,True
59,1,2,22.89,38,0,3,13.99,0,4,4,0.59,17.607692307692307,2.36,0,0,False,False,False,False,False,False
51,2,0,7.53,39,0,2,8.99,1,0,3,0.19,5.647500000000001,0.5700000000000001,0,0,False,False,True,False,False,False
46,0,2,13.41,42,4,4,13.99,1,1,1,0.31,9.355813953488372,0.31,0,0,False,False,True,False,False,False
27,2,0,6.89,6,2,4,8.99,0,0,5,0.98,29.52857142857143,4.9,0,1,False,True,False,False,False,False
70,0,0,20.64,34,0,2,8.99,1,1,1,0.59,17.69142857142857,0.59,0,0,False,False,False,False,False,True
66,1,2,3.11,3,0,3,13.99,0,4,3,0.78,23.325,2.34,0,1,True,False,False,False,False,False
68,1,0,5.37,49,2,0,8.99,1,2,3,0.11,3.222,0.33,0,0,False,True,False,False,False,False
41,2,1,26.57,58,2,0,17.99,0,1,3,0.45,13.510169491525424,1.35,1,0,True,False,False,False,False,False
41,1,0,4.32,0,5,4,8.99,1,4,1,4.32,129.60000000000002,4.32,0,1,False,False,False,True,False,False
35,1,1,14.76,26,5,0,17.99,0,0,4,0.55,16.4,2.2,1,1,False,False,True,False,False,False
27,0,2,1.77,41,5,2,13.99,1,4,2,0.04,1.2642857142857145,0.08,0,0,False,False,False,True,False,False
44,2,2,2.14,4,1,0,13.99,1,1,2,0.43,12.840000000000002,0.86,0,1,True,False,False,False,False,False
38,2,0,53.06,55,0,1,8.99,0,4,4,0.95,28.425,3.8,0,0,False,False,False,True,False,False
18,0,2,1.71,49,5,3,13.99,1,4,3,0.03,1.026,0.09,0,0,False,False,False,True,False,False
58,2,1,2.75,8,5,1,17.99,0,4,4,0.31,9.166666666666668,1.24,1,1,False,True,False,False,False,False
58,1,1,6.28,4,2,4,17.99,0,2,4,1.26,37.68000000000001,5.04,1,1,False,False,True,False,False,False
70,1,0,1.24,29,4,1,8.99,1,4,1,0.04,1.24,0.04,0,1,False,False,False,True,False,False
38,1,0,3.86,37,5,1,8.99,1,4,4,0.1,3.0473684210526315,0.4,0,0,False,False,False,False,True,False
58,2,0,14.3,43,5,3,8.99,1,0,2,0.33,9.750000000000002,0.66,0,0,False,False,True,False,False,False
56,2,0,9.13,11,1,0,8.99,0,2,2,0.76,22.825,1.52,0,1,False,False,False,False,True,False
38,0,1,4.12,54,4,4,17.99,1,3,1,0.07,2.2472727272727275,0.07,1,0,False,False,False,False,True,False
70,2,2,6.17,25,4,2,13.99,0,0,2,0.24,7.119230769230769,0.48,0,1,False,False,True,False,False,False
61,2,1,19.93,59,3,1,17.99,1,0,1,0.33,9.965,0.33,1,0,False,False,False,False,False,False
53,0,0,7.94,12,2,2,8.99,0,4,1,0.61,18.323076923076922,0.61,0,1,False,True,False,False,False,False
53,1,1,2.72,8,1,0,17.99,1,1,1,0.3,9.066666666666668,0.3,1,1,False,False,False,False,True,False
58,0,2,17.99,8,5,3,13.99,0,2,1,2.0,59.96666666666666,2.0,0,1,False,False,True,False,False,False
19,0,2,0.17,34,2,1,13.99,1,3,3,0.0,0.1457142857142857,0.0,0,0,False,False,False,False,True,False
47,0,0,6.51,58,1,1,8.99,1,3,5,0.11,3.3101694915254236,0.55,0,0,False,True,False,False,False,False
19,2,1,0.24,4,4,0,17.99,0,3,4,0.05,1.44,0.2,1,1,False,False,False,False,False,True
67,2,2,15.34,39,3,1,13.99,1,0,2,0.38,11.505,0.76,0,0,False,False,False,True,False,False
47,0,0,16.29,57,3,4,8.99,1,0,3,0.28,8.425862068965516,0.8400000000000001,0,0,False,False,False,True,False,False
25,2,0,35.36,34,4,4,8.99,0,1,5,1.01,30.308571428571426,5.05,0,0,False,False,False,False,False,True
59,0,2,20.89,27,0,1,13.99,0,2,2,0.75,22.382142857142856,1.5,0,1,False,False,False,True,False,False
39,2,1,1.83,12,0,2,17.99,1,0,3,0.14,4.223076923076923,0.42000000000000004,1,1,False,False,False,False,True,False
27,2,0,65.86,40,2,2,8.99,0,2,5,1.61,48.19024390243902,8.05,0,0,False,False,False,False,False,True
68,2,1,38.25,16,5,0,17.99,0,0,3,2.25,67.5,6.75,1,1,False,False,False,False,False,True
26,2,2,24.14,18,4,1,13.99,0,2,1,1.27,38.11578947368422,1.27,0,1,False,False,False,True,False,False
49,0,2,10.83,56,2,2,13.99,1,3,1,0.19,5.7,0.19,0,0,False,False,False,False,False,True
41,2,0,9.25,47,4,0,8.99,1,2,5,0.19,5.78125,0.95,0,0,False,False,True,False,False,False
27,1,2,0.43,27,2,1,13.99,1,4,2,0.02,0.4607142857142857,0.04,0,1,False,False,False,False,False,True
20,1,2,41.67,44,4,4,13.99,0,2,2,0.93,27.78,1.86,0,0,False,False,False,False,False,True
51,2,1,8.0,11,5,3,17.99,0,1,1,0.67,20.0,0.67,1,1,False,False,False,False,False,True
32,2,2,21.32,13,1,4,13.99,0,1,5,1.52,45.68571428571428,7.6,0,1,False,False,False,False,False,True
23,0,2,31.27,10,4,2,13.99,0,2,4,2.84,85.28181818181818,11.36,0,1,False,False,True,False,False,False
60,1,2,14.57,40,0,3,13.99,1,3,4,0.36,10.660975609756097,1.44,0,0,False,False,False,False,True,False
39,2,2,8.27,36,5,1,13.99,1,3,2,0.22,6.705405405405405,0.44,0,0,False,True,False,False,False,False
70,1,0,5.45,42,5,2,8.99,1,3,5,0.13,3.802325581395349,0.65,0,0,False,False,True,False,False,False
34,1,2,22.28,51,5,2,13.99,0,4,1,0.43,12.853846153846154,0.43,0,0,False,False,True,False,False,False
42,1,0,14.77,29,2,2,8.99,1,3,3,0.49,14.77,1.47,0,1,False,False,False,True,False,False
32,0,2,2.34,32,4,2,13.99,1,1,5,0.07,2.127272727272727,0.35000000000000003,0,0,False,False,False,False,False,False
50,2,1,21.92,6,1,2,17.99,0,4,1,3.13,93.94285714285715,3.13,1,1,False,True,False,False,False,False
26,1,2,2.48,56,1,1,13.99,1,0,4,0.04,1.305263157894737,0.16,0,0,False,True,False,False,False,False
29,2,1,16.41,25,5,2,17.99,0,4,5,0.63,18.934615384615384,3.15,1,1,False,False,True,False,False,False
60,0,2,9.16,37,3,4,13.99,1,3,5,0.24,7.231578947368422,1.2,0,0,False,False,False,False,True,False
58,1,1,11.98,41,5,4,17.99,1,1,4,0.29,8.557142857142859,1.16,1,0,False,False,False,False,True,False
55,0,2,14.39,54,4,3,13.99,1,0,3,0.26,7.84909090909091,0.78,0,0,False,False,False,False,True,False
60,1,1,9.15,18,4,0,17.99,0,2,1,0.48,14.447368421052634,0.48,1,1,False,False,True,False,False,False
24,2,1,2.98,11,2,3,17.99,1,4,2,0.25,7.449999999999999,0.5,1,1,False,False,True,False,False,False
30,1,2,29.21,2,1,2,13.99,0,4,3,9.74,292.09999999999997,29.22,0,1,False,False,False,False,True,False
44,0,1,9.89,25,5,0,17.99,0,0,4,0.38,11.411538461538461,1.52,1,1,True,False,False,False,False,False
63,2,0,18.77,56,5,2,8.99,1,1,2,0.33,9.878947368421052,0.66,0,0,False,False,False,False,False,True
22,1,2,13.57,3,4,4,13.99,0,2,4,3.39,101.775,13.56,0,1,False,True,False,False,False,False
49,1,2,3.91,10,4,3,13.99,1,3,3,0.36,10.663636363636364,1.08,0,1,False,False,False,False,True,False
46,2,2,16.42,58,0,2,13.99,1,2,2,0.28,8.349152542372883,0.56,0,0,True,False,False,False,False,False
46,0,1,2.09,36,3,2,17.99,1,2,3,0.06,1.6945945945945944,0.18,1,0,False,False,False,False,False,True
48,0,0,5.22,51,2,3,8.99,1,3,2,0.1,3.0115384615384615,0.2,0,0,False,True,False,False,False,False
34,0,2,11.95,47,5,1,13.99,0,2,5,0.25,7.468749999999999,1.25,0,0,True,False,False,False,False,False
27,1,2,7.3,54,5,3,13.99,1,0,3,0.13,3.981818181818182,0.39,0,0,False,False,False,False,False,False
42,2,2,0.45,15,0,1,13.99,1,3,5,0.03,0.84375,0.15,0,1,False,False,False,False,True,False
34,2,1,1.59,8,5,1,17.99,1,1,5,0.18,5.300000000000001,0.8999999999999999,1,1,False,False,False,False,False,False
63,1,2,0.4,0,3,3,13.99,0,4,4,0.4,12.0,1.6,0,1,True,False,False,False,False,False
63,2,0,59.23,27,4,0,8.99,0,2,2,2.12,63.46071428571428,4.24,0,1,True,False,False,False,False,False
52,2,1,26.94,6,3,0,17.99,0,1,3,3.85,115.45714285714286,11.55,1,1,False,True,False,False,False,False
44,2,1,7.91,7,5,2,17.99,0,2,1,0.99,29.6625,0.99,1,1,False,True,False,False,False,False
32,0,0,8.12,36,4,1,8.99,1,2,5,0.22,6.583783783783783,1.1,0,0,False,False,True,False,False,False
28,0,1,4.1,55,4,0,17.99,1,4,2,0.07,2.196428571428571,0.14,1,0,False,False,False,False,False,True
39,2,2,23.44,22,4,3,13.99,0,2,5,1.02,30.57391304347826,5.1,0,1,True,False,False,False,False,False
51,2,2,16.03,48,0,4,13.99,1,1,4,0.33,9.814285714285715,1.32,0,0,False,False,False,False,True,False
53,1,2,7.88,23,5,3,13.99,0,0,1,0.33,9.85,0.33,0,1,False,False,False,True,False,False
50,0,1,3.81,53,2,2,17.99,1,3,1,0.07,2.1166666666666667,0.07,1,0,False,False,False,False,False,True
37,1,1,6.42,3,3,1,17.99,0,2,1,1.6,48.15,1.6,1,1,True,False,False,False,False,False
69,0,0,33.34,42,1,1,8.99,0,3,3,0.78,23.26046511627907,2.34,0,0,False,False,False,False,True,False
26,0,2,20.2,46,3,0,13.99,0,1,5,0.43,12.893617021276595,2.15,0,0,False,False,False,False,False,True
38,0,0,23.78,1,4,0,8.99,0,0,2,11.89,356.70000000000005,23.78,0,1,False,False,False,False,False,False
50,2,0,7.86,55,1,3,8.99,1,3,1,0.14,4.210714285714285,0.14,0,0,False,False,True,False,False,False
61,2,2,4.69,45,1,2,13.99,1,1,3,0.1,3.0586956521739133,0.30000000000000004,0,0,False,False,False,True,False,False
54,2,1,6.83,53,4,3,17.99,0,2,4,0.13,3.7944444444444443,0.52,1,0,False,True,False,False,False,False
66,1,0,56.24,2,3,1,8.99,0,0,4,18.75,562.4,75.0,0,1,False,False,False,False,True,False
39,0,0,17.35,29,5,4,8.99,0,4,4,0.58,17.35,2.32,0,1,False,False,False,True,False,False
27,1,0,4.61,42,1,2,8.99,1,1,2,0.11,3.216279069767442,0.22,0,0,True,False,False,False,False,False
62,0,0,9.41,31,1,3,8.99,1,0,1,0.29,8.821875,0.29,0,0,False,False,True,False,False,False
22,1,1,7.49,29,2,2,17.99,0,3,2,0.25,7.49,0.5,1,1,False,False,False,False,True,False
61,0,2,39.09,5,2,4,13.99,0,4,1,6.52,195.45000000000002,6.52,0,1,False,True,False,False,False,False
